position_id,signal,entry_time,exit_time,entry_price,exit_price,strike,option_type,contracts,premium_paid,premium_received,pnl,pnl_pct,exit_reason,confidence,spy_entry,spy_exit,capital_after
OPT_0005,BUY_PUT,2025-07-14 10:40:00,2025-07-14 11:50:00,1.1023008271721535,1.7714473861134352,616.0,put,3,330.6902481516461,531.4342158340306,200.74396768238455,0.6070453205209986,PROFIT_MAIN_TARGET,0.6240000000000001,617.7738457336325,615.1519317799971,29877.95029793159
OPT_0013,BUY_PUT,2025-07-14 11:50:00,2025-07-14 12:10:00,0.807968330069356,1.5647804451871763,613.0,put,6,484.78099804161354,938.8682671123057,454.0872690706922,0.9366853711368311,PROFIT_MAIN_TARGET,0.4,615.1519317799971,612.3401645095855,30332.037567002284
OPT_0015,BUY_PUT,2025-07-14 12:30:00,2025-07-14 12:35:00,0.7299204728961418,1.190764093471426,614.0,put,10,729.9204728961417,1190.7640934714261,460.8436205752844,0.631361412219022,PROFIT_MAIN_TARGET,0.6212,614.4150384833862,613.4993392295754,30063.983226541404
OPT_0012,BUY_CALL,2025-07-14 11:40:00,2025-07-14 12:50:00,0.9516020629517083,0.6152618672571749,619.0,call,5,475.80103147585413,307.63093362858746,-168.17009784726667,-0.35344626581752364,STOP_LOSS,0.48120000000000007,617.1022679840348,616.0990892239499,28330.181792566877
OPT_0017,BUY_CALL,2025-07-14 12:40:00,2025-07-14 13:15:00,0.7366401977164162,1.9609829673924302,617.0,call,7,515.6481384014913,1372.688077174701,857.0399387732097,1.662063478848256,PROFIT_HOME_RUN,0.4,615.2069610170897,618.3777012593393,29702.86986974158
OPT_0014,BUY_PUT,2025-07-14 12:20:00,2025-07-14 13:30:00,0.8098866233735138,0.5084752522413695,609.0,put,9,728.8979610361624,457.62772701723253,-271.2702340189299,-0.37216489621305376,STOP_LOSS,0.9039999999999999,610.4764663603113,619.4986334385342,29336.81502138979
OPT_0019,BUY_PUT,2025-07-14 13:25:00,2025-07-14 13:30:00,0.5491217169126814,1.0180455522466498,620.0,put,15,823.6825753690221,1527.0683283699748,703.3857530009527,0.8539524496870963,PROFIT_MAIN_TARGET,0.95,622.6174488952506,619.4986334385342,30863.883349759766
OPT_0016,BUY_PUT,2025-07-14 12:35:00,2025-07-14 13:40:00,0.7688381710706231,0.48728058025966425,612.0,put,9,691.9543539635608,438.55252223369786,-253.40183172986298,-0.36621177434372704,STOP_LOSS,0.8872,613.4993392295754,617.8805659077386,30557.758966882328
OPT_0020,BUY_CALL,2025-07-14 13:35:00,2025-07-14 13:55:00,0.49645127007409195,1.9566227979155721,619.0,call,15,744.676905111138,2934.9341968733584,2190.25729176222,2.941218234014306,PROFIT_HOME_RUN,0.48120000000000007,616.5174331617085,620.5035605407593,33492.693163755685
OPT_0018,BUY_PUT,2025-07-14 12:45:00,2025-07-14 14:00:00,0.694858229365055,0.42494136567067725,614.0,put,12,833.829875238066,509.92963880481267,-323.9002364332534,-0.3884488263757363,STOP_LOSS,0.7864,615.6969782558398,616.7564044134167,34002.622802560494
OPT_0021,BUY_PUT,2025-07-15 10:15:00,2025-07-15 10:35:00,1.2679787088005585,2.8173026873314178,627.0,put,6,760.7872252803351,1690.3816123988506,929.5943871185156,1.2218848532531266,PROFIT_HOME_RUN,0.7892000000000001,628.6386688425104,625.4488003352808,34932.21718967901
OPT_0028,BUY_CALL,2025-07-15 11:15:00,2025-07-15 11:20:00,1.035599965726868,3.6338632870990746,640.0,call,5,517.7999828634339,1816.931643549537,1299.1316606861033,2.5089449665523453,PROFIT_HOME_RUN,0.48400000000000004,639.0304129572032,642.5935273960902,32008.542504366407
OPT_0022,BUY_PUT,2025-07-15 10:40:00,2025-07-15 12:15:00,1.23672294073525,0.7806974382496097,628.0,put,6,742.03376444115,468.41846294976574,-273.61530149138423,-0.3687369963514435,STOP_LOSS,0.7192000000000001,628.5335475601926,653.1078450898548,29110.516781997205
OPT_0031,BUY_CALL,2025-07-15 12:00:00,2025-07-15 12:15:00,0.9002786574267764,2.938567077959235,651.0,call,6,540.1671944560659,1763.140246775541,1222.9730523194753,2.264063913675796,PROFIT_HOME_RUN,0.456,649.2116940821529,653.1078450898548,30873.657028772745
OPT_0023,BUY_PUT,2025-07-15 10:45:00,2025-07-15 12:20:00,1.1942930959751983,0.7207269299236204,630.0,put,6,716.5758575851189,432.43615795417224,-284.13969963094667,-0.39652424320923335,STOP_LOSS,0.6884000000000001,630.8885116371616,651.6909036316808,30743.085962481273
OPT_0034,BUY_PUT,2025-07-15 12:15:00,2025-07-15 12:20:00,0.8042960346366351,2.1495448613096806,653.0,put,7,563.0072242456446,1504.6814029167765,941.6741786711319,1.6725792105649286,PROFIT_HOME_RUN,0.6212,653.1078450898548,651.6909036316808,32247.76736539805
OPT_0024,BUY_PUT,2025-07-15 10:50:00,2025-07-15 12:25:00,1.1959602176888324,0.7719744542555332,633.0,put,6,717.5761306132994,463.1846725533199,-254.39145805997947,-0.35451493884357005,STOP_LOSS,0.8480000000000001,634.806584722765,653.6879228605312,32710.95203795137
OPT_0025,BUY_PUT,2025-07-15 10:55:00,2025-07-15 12:30:00,1.1529583174019185,0.7378636715632757,633.0,put,6,691.7749904411511,442.71820293796543,-249.05678750318566,-0.36002571781954695,STOP_LOSS,0.8564000000000003,635.0987519875591,652.9069773440862,33153.67024088933
OPT_0026,BUY_PUT,2025-07-15 11:00:00,2025-07-15 12:40:00,1.12811761922563,0.7207163543103687,638.0,put,6,676.870571535378,432.4298125862212,-244.44075894915676,-0.3611336778827303,STOP_LOSS,0.6324,638.8653654225579,653.3427981398175,32759.448600211384
OPT_0027,BUY_PUT,2025-07-15 11:05:00,2025-07-15 12:40:00,1.1299583856376825,0.7002858963382368,636.0,put,6,677.9750313826095,420.1715378029421,-257.80349357966736,-0.3802551445794737,STOP_LOSS,0.7892000000000001,639.201191591761,653.3427981398175,33179.620138014325
OPT_0029,BUY_PUT,2025-07-15 11:20:00,2025-07-15 13:05:00,0.9920391172959051,0.6254596745137095,642.0,put,6,595.2234703775431,375.27580470822573,-219.94766566931736,-0.3695211573727212,STOP_LOSS,0.8284,642.5935273960902,652.0336547067029,31780.68370266815
OPT_0030,BUY_PUT,2025-07-15 11:25:00,2025-07-15 13:15:00,0.9357757256560784,0.5795882036030071,642.0,put,9,842.1981530904706,521.6293832427065,-320.5687698477641,-0.3806334277407611,STOP_LOSS,0.7892000000000001,642.445383144049,653.0633242442117,31688.176975998776
OPT_0032,BUY_PUT,2025-07-15 12:05:00,2025-07-15 13:30:00,0.8919837501872491,0.5562359999829866,647.0,put,9,802.7853751685243,500.6123999846879,-302.1729751838364,-0.37640568018619286,STOP_LOSS,0.95,650.0542673477582,655.8338825732678,31583.542420004684
OPT_0033,BUY_PUT,2025-07-15 12:10:00,2025-07-15 13:35:00,0.8372428460376592,0.5364152193799733,650.0,put,7,586.0699922263615,375.4906535659813,-210.5793386603802,-0.35930749134660833,STOP_LOSS,0.6884000000000001,651.1577000448696,659.2382645058456,31959.033073570667
OPT_0038,BUY_CALL,2025-07-15 13:10:00,2025-07-15 13:35:00,0.6823734554578671,2.8146931341374053,657.0,call,9,614.1361099120804,2533.223820723665,1919.0877108115847,3.1248573074237904,PROFIT_HOME_RUN,0.48400000000000004,654.4217997045523,659.2382645058456,34492.25689429433
OPT_0039,BUY_CALL,2025-07-15 13:20:00,2025-07-15 13:35:00,0.6052469559787819,2.695442382830667,657.0,call,10,605.2469559787818,2695.442382830667,2090.1954268518853,3.4534588009149134,PROFIT_HOME_RUN,0.48400000000000004,655.2455338899598,659.2382645058456,37187.699277125
OPT_0035,BUY_PUT,2025-07-15 12:35:00,2025-07-15 13:45:00,0.7515013211492452,0.4617681135573078,647.0,put,11,826.6514532641697,507.9449249130386,-318.7065283511311,-0.3855391859442886,STOP_LOSS,0.95,649.4827747726638,661.6837421641969,36938.36591568981
OPT_0036,BUY_PUT,2025-07-15 12:45:00,2025-07-15 13:50:00,0.7375501383209293,0.47609197670298203,652.0,put,12,885.0601659851151,571.3103720435785,-313.7497939415366,-0.3544954411006825,STOP_LOSS,0.7864,654.0398460201892,667.90623301378,37509.67628773338
OPT_0037,BUY_PUT,2025-07-15 12:50:00,2025-07-15 13:50:00,0.7409600617244032,0.4542394720957643,652.0,put,12,889.1520740692838,545.0873665149172,-344.0647075543666,-0.38695822411988956,STOP_LOSS,0.7192000000000001,653.9941041878328,667.90623301378,38054.7636542483
OPT_0040,BUY_PUT,2025-07-15 13:35:00,2025-07-15 14:30:00,0.5048521908988219,0.3265407638522899,657.0,put,15,757.2782863482329,489.81114577843493,-267.46714056979795,-0.3531953119368904,STOP_LOSS,0.6324,659.2382645058456,670.0760132981159,38544.574800026734
OPT_0042,BUY_PUT,2025-07-16 10:15:00,2025-07-16 10:25:00,1.2832585743538318,2.2836444531076636,659.0,put,5,641.6292871769159,1141.8222265538318,500.1929393769159,0.7795668766581693,PROFIT_MAIN_TARGET,0.48120000000000007,660.8889803696213,658.0880499367549,38383.987516372195
OPT_0041,BUY_CALL,2025-07-16 10:10:00,2025-07-16 11:05:00,1.3215604460629065,5.087612007026143,662.0,call,5,660.7802230314533,2543.806003513072,1883.0257804816188,2.8497005734264937,PROFIT_HOME_RUN,0.46720000000000006,660.2151085845775,665.8022159807338,40299.19433306278
OPT_0044,BUY_PUT,2025-07-16 11:05:00,2025-07-16 11:25:00,1.1936778127353942,3.5045089190769425,664.0,put,6,716.2066876412365,2102.7053514461654,1386.498663804929,1.93589181409523,PROFIT_HOME_RUN,0.48120000000000007,665.8022159807338,661.7740818604291,40334.9404975898
OPT_0045,BUY_PUT,2025-07-16 11:10:00,2025-07-16 11:25:00,1.0877823552617105,3.324475165669342,664.0,put,6,652.6694131570263,1994.6850994016054,1342.0156862445792,2.0561951566768193,PROFIT_HOME_RUN,0.48120000000000007,665.7012953819008,661.7740818604291,42329.625596991405
OPT_0047,BUY_CALL,2025-07-16 11:25:00,2025-07-16 11:35:00,1.040191021401421,1.7071639464837065,663.0,call,7,728.1337149809947,1195.0147625385946,466.8810475575999,0.6412023477992448,PROFIT_MAIN_TARGET,0.48120000000000007,661.7740818604291,663.6952109004911,42796.50664454901
OPT_0050,BUY_PUT,2025-07-16 12:15:00,2025-07-16 12:25:00,0.8952732173339308,1.8126920307522592,656.0,put,9,805.7458956005377,1631.4228276770332,825.6769320764955,1.0247361315580799,PROFIT_MAIN_TARGET,0.5960000000000001,656.2785748315979,655.0523882613629,42297.2071520251
OPT_0043,BUY_PUT,2025-07-16 10:40:00,2025-07-16 12:35:00,1.2571983736449825,2.172320687015558,655.0,put,5,628.5991868224912,1086.1603435077789,457.56115668528764,0.7279060588643386,PROFIT_MAIN_TARGET,0.48400000000000004,655.915210516895,653.6720418823304,43383.367495532875
OPT_0046,BUY_CALL,2025-07-16 11:15:00,2025-07-16 12:45:00,1.1634718102014676,0.7458312943486799,667.0,call,6,698.0830861208806,447.49877660920794,-250.58430951167264,-0.3589605800423036,STOP_LOSS,0.4,666.0513231346915,652.9137397050861,43830.866272142084
OPT_0052,BUY_PUT,2025-07-16 12:55:00,2025-07-16 13:00:00,0.7200215715541851,2.207078901572402,656.0,put,13,936.0280430204407,2869.202572044123,1933.1745290236822,2.065295525533166,PROFIT_HOME_RUN,0.48120000000000007,656.9974010648173,654.4937341526529,44792.36628229501
OPT_0049,BUY_CALL,2025-07-16 12:10:00,2025-07-16 13:05:00,0.922201367325251,1.6489721860346567,657.0,call,7,645.5409571276757,1154.2805302242596,508.73957309658385,0.7880825646760083,PROFIT_MAIN_TARGET,0.5092000000000001,655.0260618457538,657.9812926925305,45946.64681251926
OPT_0048,BUY_CALL,2025-07-16 11:55:00,2025-07-16 13:10:00,0.970622096389616,1.3480631070883298,660.0,call,7,679.4354674727313,943.6441749618309,264.20870748909965,0.3888650506748877,PROFIT_QUICK_TARGET,0.48120000000000007,656.9418914872883,660.7297504941936,45904.08033553945
OPT_0053,BUY_CALL,2025-07-16 13:05:00,2025-07-16 13:10:00,0.6574737679610949,2.5394791468006517,659.0,call,15,986.2106519416424,3809.2187202009777,2823.0080682593352,2.8624797985110213,PROFIT_HOME_RUN,0.4,657.9812926925305,660.7297504941936,49713.299055740434
OPT_0054,BUY_PUT,2025-07-16 13:15:00,2025-07-16 13:20:00,0.6451984846283261,3.275557564798171,662.0,put,15,967.7977269424891,4913.336347197256,3945.538620254767,4.076821540715634,PROFIT_HOME_RUN,0.48120000000000007,664.3503671545352,659.2181759014074,53658.8376759952
OPT_0051,BUY_PUT,2025-07-16 12:50:00,2025-07-16 13:50:00,0.7474419375928926,0.47197845803685917,653.0,put,13,971.6745188707604,613.571995447917,-358.10252342284343,-0.3685416427704776,STOP_LOSS,0.5792,653.8507322522934,660.8768193237775,54272.409671443114
OPT_0055,BUY_CALL,2025-07-16 14:35:00,2025-07-16 14:50:00,0.3353869763273827,1.1154020171418362,662.0,call,15,503.080464491074,1673.1030257127543,1170.0225612216802,2.32571654795878,PROFIT_HOME_RUN,0.5792,661.1780081677076,662.8449190536335,55442.432232664796
